Frequency,Asset,Model,Value,What
1h,TRXUSDT_1h,GradientBoostingClassifier,0.4920759799005932,F1 VALIDATION
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.5952380952380952, 0: 0.40476190476190477}",DESBALANCEO REAL VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,"{0: 0.5476190476190477, 1: 0.4523809523809524}",DESBALANCEO PREDICCIÓN VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,0.4999871300940811,F1 VALIDATION
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.5952380952380952, 0: 0.40476190476190477}",DESBALANCEO REAL VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,"{0: 0.5952380952380952, 1: 0.40476190476190477}",DESBALANCEO PREDICCIÓN VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,0.5098733021344596,FINAL TEST
1h,TRXUSDT_1h,GradientBoostingClassifier,0.5098625677233489,F1 FINAL TEST
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.5171784042917476, 0: 0.4828215957082525}",DESBALANCEO REAL
1h,TRXUSDT_1h,GradientBoostingClassifier,"{0: 0.5124985732222349, 1: 0.4875014267777651}",DESBALANCEO PREDICCIÓN
1h,LINKUSDT_1h,GradientBoostingClassifier,0.501251631801409,F1 VALIDATION
1h,LINKUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,LINKUSDT_1h,GradientBoostingClassifier,"{0: 0.5317460317460317, 1: 0.46825396825396826}",DESBALANCEO PREDICCIÓN VAL
1h,LINKUSDT_1h,GradientBoostingClassifier,0.524863935216701,F1 VALIDATION
1h,LINKUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,LINKUSDT_1h,GradientBoostingClassifier,"{0: 0.5952380952380952, 1: 0.40476190476190477}",DESBALANCEO PREDICCIÓN VAL
1h,LINKUSDT_1h,GradientBoostingClassifier,0.49916004290676524,F1 VALIDATION
1h,LINKUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,LINKUSDT_1h,GradientBoostingClassifier,"{0: 0.5555555555555556, 1: 0.4444444444444444}",DESBALANCEO PREDICCIÓN VAL
1h,LINKUSDT_1h,GradientBoostingClassifier,0.48302905530810075,F1 VALIDATION
1h,LINKUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,LINKUSDT_1h,GradientBoostingClassifier,"{0: 0.5873015873015873, 1: 0.4126984126984127}",DESBALANCEO PREDICCIÓN VAL
1h,LINKUSDT_1h,GradientBoostingClassifier,0.531515519302818,F1 VALIDATION
1h,LINKUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,LINKUSDT_1h,GradientBoostingClassifier,"{0: 0.5634920634920635, 1: 0.4365079365079365}",DESBALANCEO PREDICCIÓN VAL
1h,LINKUSDT_1h,GradientBoostingClassifier,0.4864392826550394,F1 VALIDATION
1h,LINKUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,LINKUSDT_1h,GradientBoostingClassifier,"{0: 0.6031746031746031, 1: 0.3968253968253968}",DESBALANCEO PREDICCIÓN VAL
1h,LINKUSDT_1h,GradientBoostingClassifier,0.5009342871525273,F1 VALIDATION
1h,LINKUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,LINKUSDT_1h,GradientBoostingClassifier,"{0: 0.5714285714285714, 1: 0.42857142857142855}",DESBALANCEO PREDICCIÓN VAL
1h,LINKUSDT_1h,GradientBoostingClassifier,0.4792695730465894,F1 VALIDATION
1h,LINKUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,LINKUSDT_1h,GradientBoostingClassifier,"{0: 0.5952380952380952, 1: 0.40476190476190477}",DESBALANCEO PREDICCIÓN VAL
1h,LINKUSDT_1h,GradientBoostingClassifier,0.5083261709835185,F1 VALIDATION
1h,LINKUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,LINKUSDT_1h,GradientBoostingClassifier,"{0: 0.5634920634920635, 1: 0.4365079365079365}",DESBALANCEO PREDICCIÓN VAL
1h,LINKUSDT_1h,GradientBoostingClassifier,0.5132713566910214,F1 VALIDATION
1h,LINKUSDT_1h,GradientBoostingClassifier,"{1: 0.5317460317460317, 0: 0.46825396825396826}",DESBALANCEO REAL VAL
1h,LINKUSDT_1h,GradientBoostingClassifier,"{0: 0.5793650793650794, 1: 0.42063492063492064}",DESBALANCEO PREDICCIÓN VAL
1h,LINKUSDT_1h,GradientBoostingClassifier,0.49674694669558267,FINAL TEST
1h,LINKUSDT_1h,GradientBoostingClassifier,0.496217560826802,F1 FINAL TEST
1h,LINKUSDT_1h,GradientBoostingClassifier,"{0: 0.5116995776737815, 1: 0.48830042232621845}",DESBALANCEO REAL
1h,LINKUSDT_1h,GradientBoostingClassifier,"{0: 0.5207168131491838, 1: 0.4792831868508161}",DESBALANCEO PREDICCIÓN
1h,AVAXUSDT_1h,GradientBoostingClassifier,0.5243072972475435,F1 VALIDATION
1h,AVAXUSDT_1h,GradientBoostingClassifier,"{0: 0.5079365079365079, 1: 0.49206349206349204}",DESBALANCEO REAL VAL
1h,AVAXUSDT_1h,GradientBoostingClassifier,"{0: 0.5873015873015873, 1: 0.4126984126984127}",DESBALANCEO PREDICCIÓN VAL
1h,AVAXUSDT_1h,GradientBoostingClassifier,0.5025874012953186,F1 VALIDATION
1h,AVAXUSDT_1h,GradientBoostingClassifier,"{0: 0.5079365079365079, 1: 0.49206349206349204}",DESBALANCEO REAL VAL
1h,AVAXUSDT_1h,GradientBoostingClassifier,"{0: 0.5634920634920635, 1: 0.4365079365079365}",DESBALANCEO PREDICCIÓN VAL
1h,AVAXUSDT_1h,GradientBoostingClassifier,0.5216958683930093,F1 VALIDATION
1h,AVAXUSDT_1h,GradientBoostingClassifier,"{0: 0.5079365079365079, 1: 0.49206349206349204}",DESBALANCEO REAL VAL
1h,AVAXUSDT_1h,GradientBoostingClassifier,"{0: 0.5317460317460317, 1: 0.46825396825396826}",DESBALANCEO PREDICCIÓN VAL
1h,AVAXUSDT_1h,GradientBoostingClassifier,0.52243007985935,F1 VALIDATION
1h,AVAXUSDT_1h,GradientBoostingClassifier,"{0: 0.5079365079365079, 1: 0.49206349206349204}",DESBALANCEO REAL VAL
1h,AVAXUSDT_1h,GradientBoostingClassifier,"{1: 0.5158730158730159, 0: 0.48412698412698413}",DESBALANCEO PREDICCIÓN VAL
1h,AVAXUSDT_1h,GradientBoostingClassifier,0.5212796497144815,F1 VALIDATION
1h,AVAXUSDT_1h,GradientBoostingClassifier,"{0: 0.5079365079365079, 1: 0.49206349206349204}",DESBALANCEO REAL VAL
1h,AVAXUSDT_1h,GradientBoostingClassifier,"{0: 0.5793650793650794, 1: 0.42063492063492064}",DESBALANCEO PREDICCIÓN VAL
1h,AVAXUSDT_1h,GradientBoostingClassifier,0.5288675516132649,F1 VALIDATION
1h,AVAXUSDT_1h,GradientBoostingClassifier,"{0: 0.5079365079365079, 1: 0.49206349206349204}",DESBALANCEO REAL VAL
1h,AVAXUSDT_1h,GradientBoostingClassifier,"{0: 0.5317460317460317, 1: 0.46825396825396826}",DESBALANCEO PREDICCIÓN VAL
1h,AVAXUSDT_1h,GradientBoostingClassifier,0.5266606041329684,F1 VALIDATION
1h,AVAXUSDT_1h,GradientBoostingClassifier,"{0: 0.5079365079365079, 1: 0.49206349206349204}",DESBALANCEO REAL VAL
1h,AVAXUSDT_1h,GradientBoostingClassifier,"{0: 0.5793650793650794, 1: 0.42063492063492064}",DESBALANCEO PREDICCIÓN VAL
1h,AVAXUSDT_1h,GradientBoostingClassifier,0.5088159774839458,F1 VALIDATION
1h,AVAXUSDT_1h,GradientBoostingClassifier,"{0: 0.5079365079365079, 1: 0.49206349206349204}",DESBALANCEO REAL VAL
1h,AVAXUSDT_1h,GradientBoostingClassifier,"{0: 0.5317460317460317, 1: 0.46825396825396826}",DESBALANCEO PREDICCIÓN VAL
1h,AVAXUSDT_1h,GradientBoostingClassifier,0.5448260838205361,F1 VALIDATION
1h,AVAXUSDT_1h,GradientBoostingClassifier,"{0: 0.5079365079365079, 1: 0.49206349206349204}",DESBALANCEO REAL VAL
1h,AVAXUSDT_1h,GradientBoostingClassifier,"{0: 0.5238095238095238, 1: 0.47619047619047616}",DESBALANCEO PREDICCIÓN VAL
1h,AVAXUSDT_1h,GradientBoostingClassifier,0.5090772257886718,F1 VALIDATION
1h,AVAXUSDT_1h,GradientBoostingClassifier,"{0: 0.5079365079365079, 1: 0.49206349206349204}",DESBALANCEO REAL VAL
1h,AVAXUSDT_1h,GradientBoostingClassifier,"{0: 0.5873015873015873, 1: 0.4126984126984127}",DESBALANCEO PREDICCIÓN VAL
1h,AVAXUSDT_1h,GradientBoostingClassifier,0.5037096221892478,FINAL TEST
1h,AVAXUSDT_1h,GradientBoostingClassifier,0.5014869217886991,F1 FINAL TEST
1h,AVAXUSDT_1h,GradientBoostingClassifier,"{0: 0.5135258532131035, 1: 0.4864741467868965}",DESBALANCEO REAL
1h,AVAXUSDT_1h,GradientBoostingClassifier,"{0: 0.5532473461933569, 1: 0.4467526538066431}",DESBALANCEO PREDICCIÓN
4h,BTCUSDT_4h,MLPClassifier,0.3387417256305197,F1 VALIDATION
4h,BTCUSDT_4h,MLPClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO REAL VAL
4h,BTCUSDT_4h,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
4h,BTCUSDT_4h,MLPClassifier,0.3417497470208941,F1 VALIDATION
4h,BTCUSDT_4h,MLPClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO REAL VAL
4h,BTCUSDT_4h,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
4h,BTCUSDT_4h,MLPClassifier,0.3319702403879105,F1 VALIDATION
4h,BTCUSDT_4h,MLPClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO REAL VAL
4h,BTCUSDT_4h,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
4h,BTCUSDT_4h,MLPClassifier,0.3690736889839603,F1 VALIDATION
4h,BTCUSDT_4h,MLPClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO REAL VAL
4h,BTCUSDT_4h,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
4h,BTCUSDT_4h,MLPClassifier,0.46712828434716885,F1 VALIDATION
4h,BTCUSDT_4h,MLPClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO REAL VAL
4h,BTCUSDT_4h,MLPClassifier,"{1: 0.632, 0: 0.368}",DESBALANCEO PREDICCIÓN VAL
4h,BTCUSDT_4h,MLPClassifier,0.3366997841027475,F1 VALIDATION
4h,BTCUSDT_4h,MLPClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO REAL VAL
4h,BTCUSDT_4h,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
4h,BTCUSDT_4h,MLPClassifier,0.4702956150477872,F1 VALIDATION
4h,BTCUSDT_4h,MLPClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO REAL VAL
4h,BTCUSDT_4h,MLPClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO PREDICCIÓN VAL
4h,BTCUSDT_4h,MLPClassifier,0.3730852007749402,F1 VALIDATION
4h,BTCUSDT_4h,MLPClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO REAL VAL
4h,BTCUSDT_4h,MLPClassifier,"{1: 0.696, 0: 0.304}",DESBALANCEO PREDICCIÓN VAL
4h,BTCUSDT_4h,MLPClassifier,0.3366997841027475,F1 VALIDATION
4h,BTCUSDT_4h,MLPClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO REAL VAL
4h,BTCUSDT_4h,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
4h,BTCUSDT_4h,MLPClassifier,0.37995043929566236,F1 VALIDATION
4h,BTCUSDT_4h,MLPClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO REAL VAL
4h,BTCUSDT_4h,MLPClassifier,"{1: 0.992, 0: 0.008}",DESBALANCEO PREDICCIÓN VAL
4h,BTCUSDT_4h,MLPClassifier,0.5166590597900502,FINAL TEST
4h,BTCUSDT_4h,MLPClassifier,0.4024109920965139,F1 FINAL TEST
4h,BTCUSDT_4h,MLPClassifier,"{1: 0.5221360109539023, 0: 0.47786398904609767}",DESBALANCEO REAL
4h,BTCUSDT_4h,MLPClassifier,"{1: 0.9151072569602922, 0: 0.0848927430397079}",DESBALANCEO PREDICCIÓN
4h,ETHUSDT_4h,MLPClassifier,0.33309565389691415,F1 VALIDATION
4h,ETHUSDT_4h,MLPClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO REAL VAL
4h,ETHUSDT_4h,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
4h,ETHUSDT_4h,MLPClassifier,0.34184134511607234,F1 VALIDATION
4h,ETHUSDT_4h,MLPClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO REAL VAL
4h,ETHUSDT_4h,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
4h,ETHUSDT_4h,MLPClassifier,0.3511053943173808,F1 VALIDATION
4h,ETHUSDT_4h,MLPClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO REAL VAL
4h,ETHUSDT_4h,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
4h,ETHUSDT_4h,MLPClassifier,0.35220926998399255,F1 VALIDATION
4h,ETHUSDT_4h,MLPClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO REAL VAL
4h,ETHUSDT_4h,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
4h,ETHUSDT_4h,MLPClassifier,0.434106560662516,F1 VALIDATION
4h,ETHUSDT_4h,MLPClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO REAL VAL
4h,ETHUSDT_4h,MLPClassifier,"{1: 0.96, 0: 0.04}",DESBALANCEO PREDICCIÓN VAL
4h,ETHUSDT_4h,MLPClassifier,0.3538300981933715,F1 VALIDATION
4h,ETHUSDT_4h,MLPClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO REAL VAL
4h,ETHUSDT_4h,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
4h,ETHUSDT_4h,MLPClassifier,0.43550087745286364,F1 VALIDATION
4h,ETHUSDT_4h,MLPClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO REAL VAL
4h,ETHUSDT_4h,MLPClassifier,"{1: 0.84, 0: 0.16}",DESBALANCEO PREDICCIÓN VAL
4h,ETHUSDT_4h,MLPClassifier,0.4467888437909391,F1 VALIDATION
4h,ETHUSDT_4h,MLPClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO REAL VAL
4h,ETHUSDT_4h,MLPClassifier,"{0: 0.512, 1: 0.488}",DESBALANCEO PREDICCIÓN VAL
4h,ETHUSDT_4h,MLPClassifier,0.37072677291675793,F1 VALIDATION
4h,ETHUSDT_4h,MLPClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO REAL VAL
4h,ETHUSDT_4h,MLPClassifier,"{1: 0.968, 0: 0.032}",DESBALANCEO PREDICCIÓN VAL
4h,ETHUSDT_4h,MLPClassifier,0.3364174161073844,F1 VALIDATION
4h,ETHUSDT_4h,MLPClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO REAL VAL
4h,ETHUSDT_4h,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
4h,ETHUSDT_4h,MLPClassifier,0.49383842994066635,FINAL TEST
4h,ETHUSDT_4h,MLPClassifier,0.3345326331985593,F1 FINAL TEST
4h,ETHUSDT_4h,MLPClassifier,"{1: 0.5061615700593336, 0: 0.49383842994066635}",DESBALANCEO REAL
4h,ETHUSDT_4h,MLPClassifier,"{0: 0.9954358740301232, 1: 0.004564125969876769}",DESBALANCEO PREDICCIÓN
4h,XRPUSDT_4h,MLPClassifier,0.42680220285772313,F1 VALIDATION
4h,XRPUSDT_4h,MLPClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,XRPUSDT_4h,MLPClassifier,"{1: 0.968, 0: 0.032}",DESBALANCEO PREDICCIÓN VAL
4h,XRPUSDT_4h,MLPClassifier,0.328035560804702,F1 VALIDATION
4h,XRPUSDT_4h,MLPClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,XRPUSDT_4h,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
4h,XRPUSDT_4h,MLPClassifier,0.47258354117712215,F1 VALIDATION
4h,XRPUSDT_4h,MLPClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,XRPUSDT_4h,MLPClassifier,"{0: 0.52, 1: 0.48}",DESBALANCEO PREDICCIÓN VAL
4h,XRPUSDT_4h,MLPClassifier,0.46666708940204293,F1 VALIDATION
4h,XRPUSDT_4h,MLPClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,XRPUSDT_4h,MLPClassifier,"{0: 0.512, 1: 0.488}",DESBALANCEO PREDICCIÓN VAL
4h,XRPUSDT_4h,MLPClassifier,0.418662529159486,F1 VALIDATION
4h,XRPUSDT_4h,MLPClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,XRPUSDT_4h,MLPClassifier,"{1: 0.776, 0: 0.224}",DESBALANCEO PREDICCIÓN VAL
4h,XRPUSDT_4h,MLPClassifier,0.32746640884112777,F1 VALIDATION
4h,XRPUSDT_4h,MLPClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,XRPUSDT_4h,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
4h,XRPUSDT_4h,MLPClassifier,0.3640653566127305,F1 VALIDATION
4h,XRPUSDT_4h,MLPClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,XRPUSDT_4h,MLPClassifier,"{1: 0.976, 0: 0.024}",DESBALANCEO PREDICCIÓN VAL
4h,XRPUSDT_4h,MLPClassifier,0.3616456360823049,F1 VALIDATION
4h,XRPUSDT_4h,MLPClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,XRPUSDT_4h,MLPClassifier,"{0: 0.744, 1: 0.256}",DESBALANCEO PREDICCIÓN VAL
4h,XRPUSDT_4h,MLPClassifier,0.3880525017787653,F1 VALIDATION
4h,XRPUSDT_4h,MLPClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,XRPUSDT_4h,MLPClassifier,"{1: 0.992, 0: 0.008}",DESBALANCEO PREDICCIÓN VAL
4h,XRPUSDT_4h,MLPClassifier,0.40049599056126556,F1 VALIDATION
4h,XRPUSDT_4h,MLPClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,XRPUSDT_4h,MLPClassifier,"{1: 0.96, 0: 0.04}",DESBALANCEO PREDICCIÓN VAL
4h,XRPUSDT_4h,MLPClassifier,0.4952076677316294,FINAL TEST
4h,XRPUSDT_4h,MLPClassifier,0.4523381408778696,F1 FINAL TEST
4h,XRPUSDT_4h,MLPClassifier,"{1: 0.5047923322683706, 0: 0.4952076677316294}",DESBALANCEO REAL
4h,XRPUSDT_4h,MLPClassifier,"{1: 0.7749885896850753, 0: 0.2250114103149247}",DESBALANCEO PREDICCIÓN
4h,BNBUSDT_4h,MLPClassifier,0.5066494616656066,F1 VALIDATION
4h,BNBUSDT_4h,MLPClassifier,"{1: 0.552, 0: 0.448}",DESBALANCEO REAL VAL
4h,BNBUSDT_4h,MLPClassifier,"{1: 0.936, 0: 0.064}",DESBALANCEO PREDICCIÓN VAL
4h,BNBUSDT_4h,MLPClassifier,0.4566766802051309,F1 VALIDATION
4h,BNBUSDT_4h,MLPClassifier,"{1: 0.552, 0: 0.448}",DESBALANCEO REAL VAL
4h,BNBUSDT_4h,MLPClassifier,"{1: 0.848, 0: 0.152}",DESBALANCEO PREDICCIÓN VAL
4h,BNBUSDT_4h,MLPClassifier,0.4646650322337914,F1 VALIDATION
4h,BNBUSDT_4h,MLPClassifier,"{1: 0.552, 0: 0.448}",DESBALANCEO REAL VAL
4h,BNBUSDT_4h,MLPClassifier,"{1: 0.888, 0: 0.112}",DESBALANCEO PREDICCIÓN VAL
4h,BNBUSDT_4h,MLPClassifier,0.4870217964969042,F1 VALIDATION
4h,BNBUSDT_4h,MLPClassifier,"{1: 0.552, 0: 0.448}",DESBALANCEO REAL VAL
4h,BNBUSDT_4h,MLPClassifier,"{1: 0.616, 0: 0.384}",DESBALANCEO PREDICCIÓN VAL
4h,BNBUSDT_4h,MLPClassifier,0.3682680929764769,F1 VALIDATION
4h,BNBUSDT_4h,MLPClassifier,"{1: 0.552, 0: 0.448}",DESBALANCEO REAL VAL
4h,BNBUSDT_4h,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
4h,BNBUSDT_4h,MLPClassifier,0.3387623890646685,F1 VALIDATION
4h,BNBUSDT_4h,MLPClassifier,"{1: 0.552, 0: 0.448}",DESBALANCEO REAL VAL
4h,BNBUSDT_4h,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
4h,BNBUSDT_4h,MLPClassifier,0.33416337338322977,F1 VALIDATION
4h,BNBUSDT_4h,MLPClassifier,"{1: 0.552, 0: 0.448}",DESBALANCEO REAL VAL
4h,BNBUSDT_4h,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
4h,BNBUSDT_4h,MLPClassifier,0.38918388142042193,F1 VALIDATION
4h,BNBUSDT_4h,MLPClassifier,"{1: 0.552, 0: 0.448}",DESBALANCEO REAL VAL
4h,BNBUSDT_4h,MLPClassifier,"{1: 0.968, 0: 0.032}",DESBALANCEO PREDICCIÓN VAL
4h,BNBUSDT_4h,MLPClassifier,0.4084742905998297,F1 VALIDATION
4h,BNBUSDT_4h,MLPClassifier,"{1: 0.552, 0: 0.448}",DESBALANCEO REAL VAL
4h,BNBUSDT_4h,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
4h,BNBUSDT_4h,MLPClassifier,0.49527198306208076,F1 VALIDATION
4h,BNBUSDT_4h,MLPClassifier,"{1: 0.552, 0: 0.448}",DESBALANCEO REAL VAL
4h,BNBUSDT_4h,MLPClassifier,"{0: 0.56, 1: 0.44}",DESBALANCEO PREDICCIÓN VAL
4h,BNBUSDT_4h,MLPClassifier,0.5015974440894568,FINAL TEST
4h,BNBUSDT_4h,MLPClassifier,0.3766291830375288,F1 FINAL TEST
4h,BNBUSDT_4h,MLPClassifier,"{1: 0.5152898219990871, 0: 0.4847101780009128}",DESBALANCEO REAL
4h,BNBUSDT_4h,MLPClassifier,"{1: 0.9324509356458238, 0: 0.06754906435417618}",DESBALANCEO PREDICCIÓN
4h,SOLUSDT_4h,MLPClassifier,0.48365341298337994,F1 VALIDATION
4h,SOLUSDT_4h,MLPClassifier,"{1: 0.584, 0: 0.416}",DESBALANCEO REAL VAL
4h,SOLUSDT_4h,MLPClassifier,"{0: 0.576, 1: 0.424}",DESBALANCEO PREDICCIÓN VAL
4h,SOLUSDT_4h,MLPClassifier,0.4245810798309007,F1 VALIDATION
4h,SOLUSDT_4h,MLPClassifier,"{1: 0.584, 0: 0.416}",DESBALANCEO REAL VAL
4h,SOLUSDT_4h,MLPClassifier,"{1: 0.872, 0: 0.128}",DESBALANCEO PREDICCIÓN VAL
4h,SOLUSDT_4h,MLPClassifier,0.3413414503468932,F1 VALIDATION
4h,SOLUSDT_4h,MLPClassifier,"{1: 0.584, 0: 0.416}",DESBALANCEO REAL VAL
4h,SOLUSDT_4h,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
4h,SOLUSDT_4h,MLPClassifier,0.49012188168054643,F1 VALIDATION
4h,SOLUSDT_4h,MLPClassifier,"{1: 0.584, 0: 0.416}",DESBALANCEO REAL VAL
4h,SOLUSDT_4h,MLPClassifier,"{0: 0.616, 1: 0.384}",DESBALANCEO PREDICCIÓN VAL
4h,SOLUSDT_4h,MLPClassifier,0.4112670203615682,F1 VALIDATION
4h,SOLUSDT_4h,MLPClassifier,"{1: 0.584, 0: 0.416}",DESBALANCEO REAL VAL
4h,SOLUSDT_4h,MLPClassifier,"{0: 0.88, 1: 0.12}",DESBALANCEO PREDICCIÓN VAL
4h,SOLUSDT_4h,MLPClassifier,0.37155742051482743,F1 VALIDATION
4h,SOLUSDT_4h,MLPClassifier,"{1: 0.584, 0: 0.416}",DESBALANCEO REAL VAL
4h,SOLUSDT_4h,MLPClassifier,"{0: 0.656, 1: 0.344}",DESBALANCEO PREDICCIÓN VAL
4h,SOLUSDT_4h,MLPClassifier,0.4851011888776312,F1 VALIDATION
4h,SOLUSDT_4h,MLPClassifier,"{1: 0.584, 0: 0.416}",DESBALANCEO REAL VAL
4h,SOLUSDT_4h,MLPClassifier,"{0: 0.528, 1: 0.472}",DESBALANCEO PREDICCIÓN VAL
4h,SOLUSDT_4h,MLPClassifier,0.4002278197716869,F1 VALIDATION
4h,SOLUSDT_4h,MLPClassifier,"{1: 0.584, 0: 0.416}",DESBALANCEO REAL VAL
4h,SOLUSDT_4h,MLPClassifier,"{0: 0.992, 1: 0.008}",DESBALANCEO PREDICCIÓN VAL
4h,SOLUSDT_4h,MLPClassifier,0.3233978099503867,F1 VALIDATION
4h,SOLUSDT_4h,MLPClassifier,"{1: 0.584, 0: 0.416}",DESBALANCEO REAL VAL
4h,SOLUSDT_4h,MLPClassifier,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
4h,SOLUSDT_4h,MLPClassifier,0.3520799804930223,F1 VALIDATION
4h,SOLUSDT_4h,MLPClassifier,"{1: 0.584, 0: 0.416}",DESBALANCEO REAL VAL
4h,SOLUSDT_4h,MLPClassifier,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
4h,SOLUSDT_4h,MLPClassifier,0.5102692834322228,FINAL TEST
4h,SOLUSDT_4h,MLPClassifier,0.49847458766081043,F1 FINAL TEST
4h,SOLUSDT_4h,MLPClassifier,"{1: 0.5134641716111364, 0: 0.48653582838886356}",DESBALANCEO REAL
4h,SOLUSDT_4h,MLPClassifier,"{0: 0.6668188041989959, 1: 0.3331811958010041}",DESBALANCEO PREDICCIÓN
4h,ADAUSDT_4h,MLPClassifier,0.5130502124808244,F1 VALIDATION
4h,ADAUSDT_4h,MLPClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,ADAUSDT_4h,MLPClassifier,"{1: 0.784, 0: 0.216}",DESBALANCEO PREDICCIÓN VAL
4h,ADAUSDT_4h,MLPClassifier,0.38097912911707066,F1 VALIDATION
4h,ADAUSDT_4h,MLPClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,ADAUSDT_4h,MLPClassifier,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
4h,ADAUSDT_4h,MLPClassifier,0.5163702277150467,F1 VALIDATION
4h,ADAUSDT_4h,MLPClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
